date,fund,company,ticker,cusip,weight,shares_held,market_value
2026-06-30,PRNT,MOOG INC-CLASS A,MOG/A,615394202,2.33,3455,1471311.75
2026-06-30,PRNT,KAISER ALUMINUM CORP,KALU,483007704,2.23,7530,1409314.80
2026-06-30,PRNT,GENERAL ELECTRIC,GE,369604301,2.14,3610,1349093.10
2026-06-30,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,2.02,251718,1275113.48
2026-06-30,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,1.75,4193,1104268.48
2026-06-30,PRNT,MICHELIN (CGDE),ML,BPBPJ01,1.75,29054,1108690.58
2026-06-30,PRNT,AMETEK INC,AME,031100100,1.57,4186,995095.92
2026-06-30,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,1.44,5264,912935.52
2026-06-30,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,1.44,3148,910968.24
2026-06-30,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,1.17,88975,738848.95
2026-06-30,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,0.51,320812,320811.82
2026-06-30,PRNT,OCTAVE INTELLIGENCE PLC-SDR,,BN72QH8,0.23,8897,144864.20
2026-06-30,PRNT,MATERION CORP,MTRN,576690101,0.21,455,131736.15
2026-06-30,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,0.17,178,108051.34
2026-06-30,PRNT,ATI INC,ATI,01741R102,0.15,487,96284.77
2026-06-30,PRNT,JABIL INC,JBL,466313103,0.14,245,91527.10
2026-06-30,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,0.13,959,81363.85
2026-06-30,PRNT,3M CO,MMM,88579Y101,0.12,470,76342.10
2026-06-30,PRNT,AVIENT CORP,AVNT,05368V106,0.12,2015,74232.60
2026-06-30,PRNT,SANDVIK AB,SAND,B1VQ252,0.12,1891,75961.54
2026-06-30,PRNT,SGL CARBON SE,SGL,4818351,0.12,15730,75031.42
2026-06-30,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,0.11,3736,66928.47
2026-06-30,PRNT,KENNAMETAL INC,KMT,489170100,0.11,1979,68908.78
2026-06-30,PRNT,TORAY INDUSTRIES INC,3402,6897143,0.11,10290,72338.16
2026-06-30,PRNT,VOESTALPINE AG,VOE,4943402,0.11,1539,71106.24
2026-06-30,PRNT,ARKEMA,AKE,B0Z5YZ2,0.10,1049,65077.86
2026-06-30,PRNT,DAUCH CORPORATION,DCH,024061103,0.05,6386,32887.90
2026-06-30,PRNT,DAUCH CORPORATION,DCH,BNBV4N3,0.05,5681,28626.48
2026-07-01,PRNT,XOMETRY INC-A,XMTR,98423F109,6.96,46048,4444552.96
2026-07-01,PRNT,VELO3D INC,VELO,92259N302,5.35,194753,3417915.15
2026-07-01,PRNT,SIEMENS AG-REG,SIE,5727973,5.14,10225,3284687.79
2026-07-01,PRNT,3D SYSTEMS CORP,DDD,88554D205,4.88,1032786,3119013.72
2026-07-01,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,4.88,419784,3118995.12
2026-07-01,PRNT,SYNOPSYS INC,SNPS,871607107,4.61,6597,2942723.79
2026-07-01,PRNT,PROTO LABS INC,PRLB,743713109,4.52,35418,2886921.18
